"year","treatment","plant.height","grain.yield","grain.weight","genetic_group"
2013,"rainfed",265,10.405,238,"Lancaster"
2013,"rainfed",255,10.557,275,"Lancaster"
2013,"rainfed",280,10.945,293,"Iodent"
2013,"rainfed",285,10.589,243,"Lancaster"
2013,"rainfed",265,6.533,290,"Other"
2013,"rainfed",285,10.025,233,"Other"
2013,"rainfed",270,9.778,268,"Other"
2013,"rainfed",245,10.644,269,"Iodent"
2013,"rainfed",240,8.261,301,"Iodent"
2013,"rainfed",240,10.105,245,"Stiff_Stalk"
2013,"rainfed",260,10.065,270,"Iodent"
2013,"rainfed",240,10.39,234,"Other"
2013,"rainfed",235,8.539,258,"Iodent"
2013,"rainfed",235,7.576,261,"Stiff_Stalk"
2013,"rainfed",260,12.912,243,"Stiff_Stalk"
2013,"rainfed",230,10.386,253,"Lancaster"
2013,"rainfed",240,10.508,241,"Other"
2013,"rainfed",225,9.291,268,"Iodent"
2013,"rainfed",265,10.069,266,"Stiff_Stalk"
2013,"rainfed",295,7.935,262,"Other"
2013,"rainfed",290,11.762,227,"Lancaster"
2013,"rainfed",285,11.883,239,"Stiff_Stalk"
2013,"rainfed",275,10.775,255,"Lancaster"
2013,"rainfed",270,7.608,249,"Other"
2013,"rainfed",260,10.765,256,"Stiff_Stalk"
2013,"rainfed",265,5.257,249,"Other"
2013,"rainfed",285,11.378,230,"Lancaster"
2013,"rainfed",285,11.912,268,"Stiff_Stalk"
2013,"rainfed",270,8.26,212,"Other"
2013,"rainfed",275,9.769,246,"Stiff_Stalk"
2013,"rainfed",280,12.794,242,"Stiff_Stalk"
2013,"rainfed",290,10.625,250,"Iodent"
2013,"rainfed",275,8.437,216,"Other"
2013,"rainfed",270,5.655,260,"Other"
2013,"rainfed",250,5.474,204,"Other"
2013,"rainfed",275,10.548,256,"Other"
2013,"rainfed",260,9.841,285,"Stiff_Stalk"
2013,"rainfed",270,8.737,277,"Stiff_Stalk"
2013,"rainfed",285,12.177,255,"Stiff_Stalk"
2013,"rainfed",260,11.523,258,"Stiff_Stalk"
2013,"rainfed",255,7.125,286,"Other"
2013,"rainfed",270,9.698,301,"Iodent"
2013,"rainfed",265,9.879,252,"Lancaster"
2013,"rainfed",255,5.462,274,"Other"
2013,"rainfed",270,8.063,287,"Other"
2013,"rainfed",270,9.271,274,"Iodent"
2013,"rainfed",270,9.777,264,"Other"
2013,"rainfed",250,9.042,262,"Iodent"
2013,"rainfed",275,10.463,241,"Other"
2013,"rainfed",260,7.808,243,"Other"
2013,"rainfed",240,6.502,239,"Other"
2013,"rainfed",255,10.723,256,"Iodent"
2013,"rainfed",270,9.406,277,"Other"
2013,"rainfed",265,10.041,254,"Other"
2013,"rainfed",305,6.786,218,"Other"
2013,"rainfed",290,11.647,230,"Other"
2013,"rainfed",250,7.467,222,"Other"
2013,"rainfed",265,10.149,235,"Other"
2013,"rainfed",275,9.114,230,"Other"
2013,"rainfed",260,10.052,287,"Lancaster"
2013,"rainfed",265,8.715,259,"Stiff_Stalk"
2013,"rainfed",275,9.48,245,"Other"
2013,"rainfed",260,8.109,250,"Iodent"
2013,"rainfed",270,9.465,263,"Other"
2013,"rainfed",270,12.637,234,"Other"
2013,"rainfed",265,8.395,279,"Other"
2013,"rainfed",270,11.378,263,"Lancaster"
2013,"rainfed",245,10.642,263,"Lancaster"
2013,"rainfed",275,7.379,234,"Other"
2013,"rainfed",255,7.868,221,"Other"
2013,"rainfed",260,10.135,287,"Other"
2013,"rainfed",240,6.89,253,"Lancaster"
2013,"rainfed",290,9.646,237,"Other"
2013,"rainfed",245,5.621,248,"Other"
2013,"rainfed",245,9.085,242,"Stiff_Stalk"
2013,"rainfed",295,10.631,263,"Other"
2013,"rainfed",260,7.065,267,"Other"
2013,"rainfed",280,12.205,242,"Stiff_Stalk"
2013,"rainfed",235,7.558,272,"Lancaster"
2013,"rainfed",275,12.249,272,"Lancaster"
2013,"rainfed",270,11.446,268,"Lancaster"
2013,"rainfed",245,8.672,291,"Other"
2013,"rainfed",245,7.707,275,"Other"
2013,"rainfed",240,8.183,269,"Other"
2013,"rainfed",275,6.354,196,"Other"
2013,"rainfed",240,8.824,262,"Lancaster"
2013,"rainfed",260,8.491,255,"Lancaster"
2013,"rainfed",255,7.862,263,"Stiff_Stalk"
2013,"rainfed",280,12.173,269,"Stiff_Stalk"
2013,"rainfed",280,8.45,256,"Iodent"
2013,"rainfed",270,9.558,270,"Other"
2013,"rainfed",260,9.416,234,"Lancaster"
2013,"rainfed",260,8.707,244,"Other"
2013,"rainfed",255,12.66,240,"Stiff_Stalk"
2013,"rainfed",260,10.776,255,"Iodent"
2013,"rainfed",250,8.496,244,"Stiff_Stalk"
2013,"rainfed",240,7.954,246,"Other"
2013,"rainfed",265,12.56,253,"Stiff_Stalk"
2013,"rainfed",255,8.411,298,"Stiff_Stalk"
2013,"rainfed",265,9.786,274,"Iodent"
2013,"rainfed",265,8.651,285,"Other"
2013,"rainfed",250,9.548,271,"Iodent"
2013,"rainfed",235,6.413,248,"Other"
2013,"rainfed",275,10.954,242,"Other"
2013,"rainfed",275,11.177,267,"Other"
2013,"rainfed",240,7.826,287,"Other"
2013,"rainfed",240,8.088,277,"Other"
2013,"rainfed",250,5.679,265,"Other"
2013,"rainfed",260,10.911,275,"Stiff_Stalk"
2013,"rainfed",285,10.989,282,"Stiff_Stalk"
2013,"rainfed",245,6.694,246,"Other"
2013,"rainfed",255,9.563,249,"Other"
2013,"rainfed",255,8.607,268,"Iodent"
2013,"rainfed",235,7.201,235,"Stiff_Stalk"
2013,"rainfed",280,11.554,260,"Stiff_Stalk"
2013,"rainfed",275,7.923,261,"Other"
2013,"rainfed",260,13.041,263,"Lancaster"
2013,"rainfed",250,9.046,231,"Other"
2013,"rainfed",240,8.662,264,"Lancaster"
2013,"rainfed",260,7.812,256,"Other"
2013,"rainfed",260,8.509,231,"Other"
2013,"rainfed",265,9.399,238,"Other"
2013,"rainfed",235,9.999,238,"Stiff_Stalk"
2013,"rainfed",235,5.517,234,"Other"
2013,"rainfed",270,9.992,258,"Lancaster"
2013,"rainfed",250,8.182,258,"Iodent"
2013,"rainfed",260,9.332,244,"Other"
2013,"rainfed",280,12.251,261,"Stiff_Stalk"
2013,"rainfed",265,8.569,295,"Iodent"
2013,"rainfed",260,10.27,254,"Other"
2013,"rainfed",240,10.266,241,"Lancaster"
2013,"rainfed",255,7.993,246,"Other"
2013,"rainfed",240,9.385,258,"Stiff_Stalk"
2013,"rainfed",270,7.801,241,"Stiff_Stalk"
2013,"rainfed",250,8.063,263,"Other"
2013,"rainfed",260,12.707,255,"Iodent"
2013,"rainfed",275,7.565,246,"Other"
2013,"rainfed",260,11.298,276,"Other"
2013,"rainfed",250,5.818,231,"Other"
2013,"rainfed",260,9.084,236,"Other"
2013,"rainfed",270,9.47,233,"Other"
2013,"rainfed",265,9.569,263,"Other"
2013,"rainfed",260,9.742,246,"Lancaster"
2013,"rainfed",240,9.128,269,"Stiff_Stalk"
2013,"rainfed",275,10.17,269,"Stiff_Stalk"
2013,"rainfed",240,8.283,225,"Other"
2013,"rainfed",270,12.697,223,"Other"
2013,"rainfed",260,9.002,226,"Other"
2013,"rainfed",250,12.546,251,"Lancaster"
2013,"rainfed",240,8.926,284,"Iodent"
2013,"rainfed",235,9.053,273,"Other"
2013,"rainfed",240,11.079,236,"Stiff_Stalk"
2013,"rainfed",225,9.275,235,"Stiff_Stalk"
2013,"rainfed",265,11.57,243,"Lancaster"
2013,"rainfed",255,9.989,261,"Lancaster"
2013,"rainfed",295,10.706,265,"Lancaster"
2013,"rainfed",270,7.704,247,"Other"
2013,"rainfed",280,11.101,260,"Stiff_Stalk"
2013,"rainfed",270,10.2,240,"Other"
2013,"rainfed",265,7.589,232,"Other"
2013,"rainfed",255,8.717,263,"Stiff_Stalk"
2013,"rainfed",260,11.828,243,"Stiff_Stalk"
2013,"rainfed",280,12.207,224,"Lancaster"
2013,"rainfed",275,10.716,252,"Stiff_Stalk"
2013,"rainfed",250,10.014,215,"Stiff_Stalk"
2013,"rainfed",265,7.999,274,"Iodent"
2013,"rainfed",235,8.802,248,"Stiff_Stalk"
2013,"rainfed",230,8.563,234,"Stiff_Stalk"
2013,"rainfed",255,9.044,205,"Other"
2013,"rainfed",255,9.461,183,"Other"
2013,"rainfed",210,6.533,256,"Other"
2013,"rainfed",200,7.155,240,"Other"
2013,"rainfed",195,5.851,237,"Other"
2013,"rainfed",195,8.488,269,"Stiff_Stalk"
2013,"rainfed",210,10.628,220,"Stiff_Stalk"
2013,"rainfed",217,10.807,213,"Stiff_Stalk"
2013,"rainfed",220,10.56,217,"Iodent"
2013,"rainfed",240,10.766,244,"Stiff_Stalk"
2013,"rainfed",215,9.783,224,"Stiff_Stalk"
2013,"rainfed",225,10.774,248,"Iodent"
2013,"rainfed",220,8.333,237,"Other"
2013,"rainfed",245,12.565,238,"Stiff_Stalk"
2013,"rainfed",225,8.923,205,"Stiff_Stalk"
2013,"rainfed",255,10.517,273,"Iodent"
2013,"rainfed",265,11.741,223,"Lancaster"
2013,"rainfed",255,13.427,227,"Stiff_Stalk"
2013,"rainfed",240,7.799,259,"Stiff_Stalk"
2013,"rainfed",270,11.655,270,"Iodent"
2013,"rainfed",270,8.367,262,"Iodent"
2013,"rainfed",270,9.944,272,"Iodent"
2013,"rainfed",295,9.47,225,"Other"
2013,"rainfed",260,9.184,245,"Iodent"
2013,"rainfed",245,13.245,231,"Stiff_Stalk"
2013,"rainfed",255,5.93,250,"Other"
2013,"rainfed",275,10.85,235,"Stiff_Stalk"
2013,"rainfed",265,11.855,238,"Stiff_Stalk"
2013,"rainfed",275,7.138,206,"Other"
2013,"rainfed",260,9.275,264,"Stiff_Stalk"
2013,"rainfed",255,10.416,245,"Other"
2013,"rainfed",280,12.184,285,"Lancaster"
2013,"rainfed",250,9.268,256,"Lancaster"
2013,"rainfed",270,10.457,261,"Stiff_Stalk"
2013,"rainfed",215,7.668,259,"Other"
2013,"rainfed",270,11.938,245,"Stiff_Stalk"
2013,"rainfed",260,8.248,262,"Iodent"
2013,"rainfed",260,9.326,270,"Other"
2013,"rainfed",290,9.698,245,"Other"
2013,"rainfed",280,10.95,270,"Other"
2013,"rainfed",285,9.152,246,"Other"
2013,"rainfed",270,11.641,255,"Stiff_Stalk"
2013,"rainfed",280,9.164,258,"Other"
2013,"rainfed",275,7.842,264,"Other"
2013,"rainfed",290,7.801,223,"Other"
2013,"rainfed",250,8.833,276,"Other"
2013,"rainfed",245,10.46,290,"Stiff_Stalk"
2013,"rainfed",265,10.005,266,"Lancaster"
2013,"rainfed",255,9.394,277,"Stiff_Stalk"
2013,"rainfed",250,9.178,255,"Other"
2013,"rainfed",270,8.406,227,"Other"
2013,"rainfed",290,12.425,225,"Other"
2013,"rainfed",255,8.789,256,"Other"
2013,"rainfed",250,8.913,232,"Other"
2013,"rainfed",265,8.647,260,"Other"
2013,"rainfed",280,12.745,224,"Other"
2013,"rainfed",280,8.62,279,"Stiff_Stalk"
2013,"rainfed",285,11.806,249,"Lancaster"
2013,"rainfed",270,11.321,277,"Lancaster"
2013,"rainfed",275,9.741,259,"Lancaster"
2013,"rainfed",270,7.958,201,"Other"
2013,"rainfed",285,9.025,249,"Other"
2013,"rainfed",255,8.523,250,"Other"
2013,"rainfed",240,9.3,269,"Iodent"
2013,"rainfed",300,12.631,228,"Stiff_Stalk"
2013,"rainfed",250,10.377,276,"Iodent"
2013,"rainfed",225,7.236,297,"Other"
2013,"rainfed",265,10.793,242,"Stiff_Stalk"
2013,"rainfed",280,10.11,232,"Other"
2013,"rainfed",230,8.245,261,"Iodent"
2013,"rainfed",250,9.682,269,"Iodent"
2013,"rainfed",270,11.323,251,"Lancaster"
2013,"rainfed",260,10.529,251,"Lancaster"
2013,"rainfed",235,7.652,218,"Other"
2013,"rainfed",240,12.702,228,"Stiff_Stalk"
2013,"rainfed",220,6.964,257,"Other"
2013,"rainfed",255,11.655,235,"Stiff_Stalk"
2013,"rainfed",240,8.437,217,"Other"
2013,"rainfed",240,9.792,240,"Lancaster"
2013,"rainfed",225,8.477,253,"Iodent"
2013,"rainfed",215,9.878,238,"Other"
2013,"rainfed",235,10.773,232,"Stiff_Stalk"
2013,"rainfed",210,9.356,232,"Stiff_Stalk"
2013,"rainfed",200,9.006,243,"Lancaster"
2013,"rainfed",230,10.196,218,"Other"
2013,"rainfed",200,9.895,251,"Stiff_Stalk"
2013,"rainfed",200,8.128,252,"Iodent"
2013,"rainfed",225,13.378,248,"Stiff_Stalk"
2013,"rainfed",185,7.955,219,"Other"
2013,"rainfed",190,9.157,272,"Iodent"
2013,"rainfed",210,9.848,222,"Lancaster"
2013,"rainfed",170,8.495,255,"Other"
2013,"rainfed",170,8.503,255,"Other"
2013,"rainfed",200,7.884,250,"Lancaster"
2013,"rainfed",205,11.306,260,"Iodent"
2013,"rainfed",175,7.717,245,"Other"
2013,"rainfed",195,9.115,225,"Other"
2013,"rainfed",270,9.982,258,"Other"
2013,"rainfed",250,7.523,302,"Other"
2013,"rainfed",245,8.986,270,"Other"
2013,"rainfed",215,10.125,226,"Stiff_Stalk"
2013,"rainfed",260,12.446,256,"Stiff_Stalk"
2013,"rainfed",215,10.546,271,"Iodent"
2013,"rainfed",205,9.142,292,"Iodent"
2013,"rainfed",215,7.011,239,"Other"
2013,"rainfed",230,10.849,256,"Lancaster"
2013,"rainfed",230,10.483,245,"Stiff_Stalk"
2013,"rainfed",230,11.521,239,"Lancaster"
2013,"rainfed",215,12.308,247,"Iodent"
2013,"rainfed",205,11.585,248,"Lancaster"
2013,"rainfed",200,8.457,244,"Other"
2013,"rainfed",200,9.623,250,"Iodent"
2013,"rainfed",195,8.411,251,"Iodent"
2013,"rainfed",195,11.449,230,"Lancaster"
2013,"rainfed",190,8.676,249,"Lancaster"
2013,"rainfed",180,11.524,225,"Lancaster"
2013,"rainfed",195,10.613,202,"Other"
2013,"rainfed",225,8.85,219,"Other"
2013,"rainfed",195,8.744,245,"Other"
2013,"rainfed",215,8.529,238,"Iodent"
2013,"rainfed",110,11.64,229,"Stiff_Stalk"
2013,"rainfed",200,8.976,244,"Lancaster"
2013,"rainfed",205,8.584,254,"Other"
2013,"rainfed",260,11.263,224,"Lancaster"
2013,"rainfed",220,8.354,244,"Other"
2013,"rainfed",225,9.959,220,"Iodent"
2013,"rainfed",240,8.129,206,"Other"
2013,"rainfed",210,9.618,222,"Stiff_Stalk"
2013,"rainfed",220,9.683,243,"Iodent"
2013,"rainfed",245,10.565,212,"Stiff_Stalk"
2013,"rainfed",240,10.609,216,"Other"
2013,"rainfed",260,10.294,223,"Iodent"
2013,"rainfed",230,9.668,207,"Other"
2013,"rainfed",230,8.241,245,"Other"
2013,"rainfed",220,8.547,244,"Stiff_Stalk"
2013,"rainfed",260,11.622,261,"Other"
2013,"rainfed",260,11.085,231,"Iodent"
2013,"rainfed",250,10.92,214,"Other"
2013,"rainfed",215,7.886,228,"Other"
2013,"rainfed",230,10.597,229,"Stiff_Stalk"
2013,"rainfed",260,8.663,278,"Other"
2013,"rainfed",255,10.335,245,"Lancaster"
2013,"rainfed",250,8.809,249,"Other"
2013,"rainfed",265,9.896,240,"Other"
2013,"rainfed",265,12.1,248,"Lancaster"
2013,"rainfed",270,9.094,260,"Other"
2013,"rainfed",275,9.895,262,"Iodent"
2013,"rainfed",260,10.353,282,"Other"
2013,"rainfed",225,10.419,244,"Other"
2013,"rainfed",245,10.172,249,"Iodent"
2013,"rainfed",250,9.721,180,"Other"
2013,"rainfed",240,9.355,246,"Stiff_Stalk"
2013,"rainfed",230,8.843,248,"Stiff_Stalk"
2013,"rainfed",235,9.905,273,"Other"
2013,"rainfed",260,9.582,219,"Other"
2013,"rainfed",245,9.707,289,"Iodent"
2013,"rainfed",215,8.455,224,"Other"
2013,"rainfed",230,8.59,221,"Other"
2013,"rainfed",270,11.911,243,"Lancaster"
2013,"rainfed",230,10.757,243,"Iodent"
2013,"rainfed",205,9.409,271,"Iodent"
2013,"rainfed",225,11.613,241,"Iodent"
2013,"rainfed",200,9.84,222,"Stiff_Stalk"
2013,"rainfed",235,10.824,232,"Lancaster"
2013,"rainfed",210,8.821,240,"Other"
2013,"rainfed",195,9.08,267,"Other"
2013,"rainfed",195,7.054,210,"Other"
2013,"rainfed",195,13.228,236,"Stiff_Stalk"
2013,"rainfed",195,7.064,227,"Other"
2013,"rainfed",190,4.975,222,"Other"
2013,"rainfed",235,10.938,213,"Other"
2013,"rainfed",195,10.778,227,"Other"
2013,"rainfed",210,10.488,235,"Other"
2013,"rainfed",215,9.828,224,"Other"
2013,"rainfed",235,11.179,204,"Other"
2013,"rainfed",205,8.077,256,"Iodent"
2013,"rainfed",225,11.51,244,"Other"
2013,"rainfed",235,11.07,248,"Stiff_Stalk"
2013,"rainfed",225,11.853,259,"Lancaster"
2013,"rainfed",230,11.348,252,"Lancaster"
2013,"rainfed",210,10.365,259,"Lancaster"
2013,"rainfed",245,10.505,242,"Other"
2013,"rainfed",205,8.331,275,"Other"
2013,"rainfed",255,13.065,249,"Lancaster"
2013,"rainfed",260,8.811,212,"Other"
2013,"rainfed",230,10.243,282,"Iodent"
2013,"rainfed",265,10.977,236,"Other"
2013,"rainfed",255,9.842,251,"Lancaster"
2013,"rainfed",250,9.977,226,"Other"
2013,"rainfed",260,9.474,274,"Lancaster"
2013,"rainfed",255,8.885,264,"Stiff_Stalk"
2013,"rainfed",285,9.035,256,"Other"
2013,"rainfed",270,10.72,256,"Stiff_Stalk"
2013,"rainfed",270,14.49,252,"Lancaster"
2013,"rainfed",255,9.371,249,"Stiff_Stalk"
2013,"rainfed",240,9.158,240,"Other"
2013,"rainfed",265,10.37,269,"Iodent"
2013,"rainfed",255,7.358,294,"Other"
2013,"rainfed",275,11.875,266,"Iodent"
2013,"rainfed",240,9.591,272,"Iodent"
2013,"rainfed",280,10.263,261,"Stiff_Stalk"
2013,"rainfed",275,10.88,247,"Lancaster"
2013,"rainfed",270,9.336,263,"Iodent"
2013,"rainfed",275,8.538,213,"Other"
2013,"rainfed",270,11.549,255,"Other"
2013,"rainfed",255,8.822,256,"Other"
2013,"rainfed",260,10.402,234,"Other"
2013,"rainfed",280,10.587,246,"Stiff_Stalk"
2013,"rainfed",265,10.607,291,"Stiff_Stalk"
2013,"rainfed",275,6.819,267,"Other"
2013,"rainfed",245,10.877,283,"Lancaster"
2013,"rainfed",255,4.843,279,"Other"
2013,"rainfed",270,11.961,266,"Stiff_Stalk"
2013,"rainfed",265,9.777,252,"Lancaster"
2013,"rainfed",295,11.475,275,"Other"
2013,"rainfed",285,11.366,244,"Stiff_Stalk"
2013,"rainfed",245,8.942,252,"Other"
2013,"rainfed",255,11.693,271,"Iodent"
2013,"rainfed",270,9.948,207,"Other"
2013,"rainfed",240,9.91,249,"Stiff_Stalk"
2013,"rainfed",240,7.746,241,"Lancaster"
2013,"rainfed",275,13.843,233,"Lancaster"
2013,"rainfed",260,12.261,277,"Lancaster"
2013,"rainfed",240,10.651,249,"Iodent"
2013,"rainfed",230,11.182,258,"Other"
2013,"rainfed",245,13.262,271,"Iodent"
2013,"rainfed",250,8.059,279,"Other"
2013,"rainfed",225,8.766,263,"Other"
2013,"rainfed",220,9.796,268,"Stiff_Stalk"
2013,"rainfed",235,10.187,277,"Other"
2013,"rainfed",215,7.516,250,"Other"
2013,"rainfed",270,13.741,234,"Stiff_Stalk"
2013,"rainfed",245,9.897,250,"Stiff_Stalk"
2013,"rainfed",260,10.281,277,"Iodent"
2013,"rainfed",260,8.6,270,"Iodent"
2013,"rainfed",230,10.961,255,"Stiff_Stalk"
2013,"rainfed",225,9.994,223,"Other"
2013,"rainfed",220,8.908,260,"Other"
2013,"rainfed",250,11.508,299,"Iodent"
2013,"rainfed",220,11.133,284,"Iodent"
2013,"rainfed",230,9.717,239,"Iodent"
2013,"rainfed",235,12.291,222,"Stiff_Stalk"
2013,"rainfed",205,9.906,256,"Lancaster"
2013,"rainfed",220,9.338,278,"Other"
2013,"rainfed",225,10.207,237,"Lancaster"
2013,"rainfed",230,11.555,244,"Iodent"
2013,"rainfed",220,9.614,231,"Stiff_Stalk"
2013,"rainfed",230,11.6,225,"Stiff_Stalk"
2013,"rainfed",240,9.553,216,"Other"
2013,"rainfed",225,7.417,219,"Other"
2013,"rainfed",245,11.581,238,"Other"
2013,"rainfed",225,10.039,286,"Lancaster"
2013,"rainfed",230,9.239,256,"Other"
2013,"rainfed",245,10.236,251,"Lancaster"
2013,"rainfed",255,10.632,260,"Lancaster"
2013,"rainfed",265,13.315,239,"Lancaster"
2013,"rainfed",270,9.602,262,"Other"
2013,"rainfed",275,7.397,239,"Other"
2013,"rainfed",240,9.39,288,"Stiff_Stalk"
2013,"rainfed",220,11.035,268,"Iodent"
2013,"rainfed",265,11.697,266,"Lancaster"
2013,"rainfed",265,9.149,289,"Other"
2013,"rainfed",260,8.725,315,"Stiff_Stalk"
2013,"rainfed",280,11.964,253,"Stiff_Stalk"
2013,"rainfed",285,11.053,240,"Other"
2013,"rainfed",270,8.478,235,"Other"
2013,"rainfed",235,7.686,220,"Other"
2013,"rainfed",275,12.189,265,"Lancaster"
2013,"rainfed",250,5.303,243,"Other"
2013,"rainfed",250,10.31,283,"Iodent"
2013,"rainfed",255,10.167,288,"Stiff_Stalk"
2013,"rainfed",280,10.363,291,"Iodent"
2013,"rainfed",265,11.688,295,"Iodent"
2013,"rainfed",265,10.595,274,"Stiff_Stalk"
2013,"rainfed",255,11.109,273,"Lancaster"
2013,"rainfed",250,6.986,233,"Other"
2013,"rainfed",290,12.143,284,"Lancaster"
2013,"rainfed",245,4.985,226,"Other"
2013,"rainfed",280,13.297,232,"Other"
2013,"rainfed",271,9.751,258,"Stiff_Stalk"
2013,"rainfed",255,7.283,258,"Other"
2013,"rainfed",260,6.679,280,"Other"
2013,"rainfed",255,9.439,251,"Other"
2013,"rainfed",270,10.636,279,"Lancaster"
2013,"rainfed",270,11.698,241,"Iodent"
2013,"rainfed",270,10.096,250,"Iodent"
2013,"rainfed",285,10.208,249,"Other"
2013,"rainfed",290,7.561,242,"Other"
2013,"rainfed",285,10.865,239,"Other"
2013,"rainfed",275,9.838,287,"Stiff_Stalk"
2013,"rainfed",255,8.702,265,"Stiff_Stalk"
2013,"rainfed",275,12.127,248,"Stiff_Stalk"
2013,"rainfed",255,9.452,246,"Lancaster"
2013,"rainfed",295,9.764,258,"Other"
2013,"rainfed",285,12.976,249,"Stiff_Stalk"
2013,"rainfed",265,7.676,295,"Iodent"
2013,"rainfed",265,13.682,274,"Lancaster"
2013,"rainfed",260,7.712,289,"Other"
2013,"rainfed",280,13.441,239,"Stiff_Stalk"
2013,"rainfed",290,6.833,261,"Other"
2013,"rainfed",275,10.626,275,"Stiff_Stalk"
2013,"rainfed",245,8.817,305,"Iodent"
2013,"rainfed",260,12.98,265,"Lancaster"
2013,"rainfed",260,8.497,262,"Other"
2013,"rainfed",250,8.907,255,"Stiff_Stalk"
2013,"rainfed",265,8.039,230,"Other"
2013,"rainfed",270,9.475,243,"Other"
2013,"rainfed",270,11.869,259,"Stiff_Stalk"
2013,"rainfed",265,9.169,285,"Other"
2013,"rainfed",250,10.128,295,"Iodent"
2013,"rainfed",275,13.17,296,"Lancaster"
2013,"rainfed",275,8.595,242,"Other"
2013,"rainfed",300,10.661,249,"Stiff_Stalk"
2013,"rainfed",275,11.585,246,"Stiff_Stalk"
2013,"rainfed",245,7.258,240,"Other"
2013,"rainfed",270,9.905,269,"Other"
2013,"rainfed",265,9.192,242,"Other"
2013,"rainfed",265,10.8,272,"Iodent"
2013,"rainfed",255,7.703,297,"Other"
2013,"rainfed",255,12.948,255,"Other"
2013,"rainfed",245,8.854,262,"Other"
2013,"rainfed",260,9.037,284,"Lancaster"
2013,"rainfed",285,9.418,256,"Lancaster"
2013,"rainfed",290,12.364,260,"Iodent"
2013,"rainfed",300,12.515,278,"Lancaster"
2013,"rainfed",265,9.899,257,"Other"
2013,"rainfed",255,10.679,257,"Lancaster"
2013,"rainfed",250,8.939,284,"Other"
2013,"rainfed",270,10.79,248,"Other"
2013,"rainfed",260,6.134,295,"Other"
2013,"rainfed",275,9.078,281,"Other"
2013,"rainfed",250,7.511,267,"Other"
2013,"rainfed",245,9.799,275,"Other"
2013,"rainfed",265,10.211,291,"Iodent"
2013,"rainfed",290,7.769,265,"Lancaster"
2013,"rainfed",260,9.761,263,"Iodent"
2013,"rainfed",270,12.759,229,"Other"
2013,"rainfed",295,11.928,245,"Lancaster"
2013,"rainfed",265,11.58,259,"Stiff_Stalk"
2013,"rainfed",255,10.952,258,"Lancaster"
2013,"rainfed",245,10.764,259,"Lancaster"
2013,"rainfed",245,7.532,236,"Other"
2013,"rainfed",268,12.519,265,"Stiff_Stalk"
2013,"rainfed",270,10.739,247,"Other"
2013,"rainfed",235,6.093,240,"Other"
2013,"rainfed",240,9.115,243,"Stiff_Stalk"
2013,"rainfed",290,15.179,288,"Stiff_Stalk"
2013,"rainfed",260,8.884,275,"Other"
2013,"rainfed",255,8.568,259,"Other"
2013,"rainfed",250,11.807,260,"Stiff_Stalk"
2013,"rainfed",260,10.728,221,"Other"
2013,"rainfed",270,10.813,268,"Iodent"
2013,"rainfed",270,8.348,275,"Other"
2013,"rainfed",255,10.672,247,"Iodent"
2013,"rainfed",280,12.265,245,"Lancaster"
2013,"rainfed",250,8.536,272,"Stiff_Stalk"
2013,"rainfed",285,10.1,239,"Lancaster"
2013,"rainfed",275,11.214,278,"Iodent"
2013,"rainfed",290,11.83,275,"Stiff_Stalk"
2013,"rainfed",325,12.045,249,"Stiff_Stalk"
2013,"rainfed",270,9.81,224,"Other"
2013,"rainfed",270,7.422,239,"Other"
2013,"rainfed",275,8.703,300,"Iodent"
2013,"rainfed",290,10.992,258,"Lancaster"
2013,"rainfed",315,10.417,234,"Stiff_Stalk"
2013,"rainfed",255,9.174,244,"Other"
2013,"rainfed",255,9.341,288,"Other"
2013,"rainfed",265,7.794,274,"Other"
2013,"rainfed",260,12.089,273,"Stiff_Stalk"
2013,"rainfed",250,7.489,260,"Iodent"
2013,"rainfed",285,13.674,232,"Lancaster"
2013,"rainfed",270,9.9,284,"Iodent"
2013,"rainfed",260,10.086,291,"Iodent"
2013,"rainfed",265,9.887,260,"Stiff_Stalk"
2013,"rainfed",260,8.243,260,"Stiff_Stalk"
2013,"rainfed",280,9.065,239,"Other"
2013,"rainfed",285,10.588,221,"Other"
2013,"rainfed",255,6.695,256,"Other"
2013,"rainfed",280,10.226,241,"Other"
2013,"rainfed",270,10.398,295,"Iodent"
2013,"rainfed",250,10.333,284,"Iodent"
2013,"rainfed",275,10.764,248,"Stiff_Stalk"
2013,"rainfed",275,9.847,248,"Iodent"
2013,"rainfed",270,10.538,278,"Lancaster"
2013,"rainfed",270,10.084,285,"Other"
2013,"rainfed",265,11.353,273,"Stiff_Stalk"
2013,"rainfed",280,10.412,244,"Other"
2013,"rainfed",270,11.698,275,"Lancaster"
2013,"rainfed",250,9.568,279,"Stiff_Stalk"
2013,"rainfed",265,8.384,269,"Iodent"
2013,"rainfed",285,12.158,281,"Other"
2013,"rainfed",250,7.988,261,"Stiff_Stalk"
2013,"rainfed",275,11.727,263,"Iodent"
2013,"rainfed",270,10.614,275,"Other"
2013,"rainfed",240,10.146,256,"Stiff_Stalk"
2013,"rainfed",235,8.658,246,"Other"
2013,"rainfed",275,10.14,265,"Lancaster"
2013,"rainfed",260,11.868,252,"Iodent"
2013,"rainfed",250,9.714,300,"Other"
2013,"rainfed",250,7.425,215,"Other"
2013,"rainfed",265,7.877,278,"Stiff_Stalk"
2013,"rainfed",270,11.612,260,"Other"
2013,"rainfed",285,9.296,227,"Other"
